年份,轮次,处理,Block,重复,干重(g)
2020,第一轮牧后,中牧（6天）,G11,5,1.26
2020,第一轮牧后,中牧（6天）,G11,5,0.32
2020,第一轮牧后,中牧（6天）,G11,5,1.49
2020,第一轮牧后,中牧（6天）,G11,5,0.84
2020,第一轮牧后,中牧（6天）,G11,5,0.18
2020,第一轮牧后,中牧（6天）,G11,5,0.08
2020,第一轮牧后,中牧（6天）,G11,5,0.01
2020,第一轮牧后,轻牧（3天）,G12,1,145.27
2020,第一轮牧后,轻牧（3天）,G12,1,10.61
2020,第一轮牧后,轻牧（3天）,G12,1,0.27
2020,第一轮牧后,轻牧（3天）,G12,1,8.82
2020,第一轮牧后,轻牧（3天）,G12,1,0.31
2020,第一轮牧后,轻牧（3天）,G12,1,0.19
2020,第一轮牧后,轻牧（3天）,G12,2,71.65
2020,第一轮牧后,轻牧（3天）,G12,2,8.28
2020,第一轮牧后,轻牧（3天）,G12,2,0.64
2020,第一轮牧后,轻牧（3天）,G12,2,12.81
2020,第一轮牧后,轻牧（3天）,G12,2,0.01
2020,第一轮牧后,轻牧（3天）,G12,3,28.56
2020,第一轮牧后,轻牧（3天）,G12,3,36.51
2020,第一轮牧后,轻牧（3天）,G12,3,2.21
2020,第一轮牧后,轻牧（3天）,G12,3,8.77
2020,第一轮牧后,轻牧（3天）,G12,3,63.01
2020,第一轮牧后,轻牧（3天）,G12,3,0.86
2020,第一轮牧后,轻牧（3天）,G12,3,0.01
2020,第一轮牧后,轻牧（3天）,G12,4,76.14
2020,第一轮牧后,轻牧（3天）,G12,4,12.49
2020,第一轮牧后,轻牧（3天）,G12,4,0.25
2020,第一轮牧后,轻牧（3天）,G12,4,7.64
2020,第一轮牧后,轻牧（3天）,G12,4,0.23
2020,第一轮牧后,轻牧（3天）,G12,4,0.2
2020,第一轮牧后,轻牧（3天）,G12,5,133.13
2020,第一轮牧后,轻牧（3天）,G12,5,9.12
2020,第一轮牧后,轻牧（3天）,G12,5,1.85
2020,第一轮牧后,轻牧（3天）,G12,5,0.04
2020,第一轮牧后,重牧（12天）,G13,1,60.75
2020,第一轮牧后,重牧（12天）,G13,1,0.47
2020,第一轮牧后,重牧（12天）,G13,1,0.5
2020,第一轮牧后,重牧（12天）,G13,1,1.08
2020,第一轮牧后,重牧（12天）,G13,1,0.09
2020,第一轮牧后,重牧（12天）,G13,2,57.83
2020,第一轮牧后,重牧（12天）,G13,2,2.32
2020,第一轮牧后,重牧（12天）,G13,2,0.26
2020,第一轮牧后,重牧（12天）,G13,2,0.06
2020,第一轮牧后,重牧（12天）,G13,3,81.62
2020,第一轮牧后,重牧（12天）,G13,3,0.14
2020,第一轮牧后,重牧（12天）,G13,3,0.2
2020,第一轮牧后,重牧（12天）,G13,3,1.02
2020,第一轮牧后,重牧（12天）,G13,3,0.04
2020,第一轮牧后,重牧（12天）,G13,4,104.06
2020,第一轮牧后,重牧（12天）,G13,4,1.43
2020,第一轮牧后,重牧（12天）,G13,4,0.08
2020,第一轮牧后,重牧（12天）,G13,4,1.14
2020,第一轮牧后,重牧（12天）,G13,5,112.36
2020,第一轮牧后,重牧（12天）,G13,5,1.4
2020,第一轮牧后,重牧（12天）,G13,5,0.02
2020,第一轮牧后,中牧（6天）,G16,1,66.01
2020,第一轮牧后,中牧（6天）,G16,1,1
2020,第一轮牧后,中牧（6天）,G16,1,0.23
2020,第一轮牧后,中牧（6天）,G16,1,0.05
2020,第一轮牧后,中牧（6天）,G16,1,0.33
2020,第一轮牧后,中牧（6天）,G16,2,65.31
2020,第一轮牧后,中牧（6天）,G16,2,0.12
2020,第一轮牧后,中牧（6天）,G16,2,0.01
2020,第一轮牧后,中牧（6天）,G16,2,0.27
2020,第一轮牧后,中牧（6天）,G16,2,0.04
2020,第一轮牧后,中牧（6天）,G16,3,89.3
2020,第一轮牧后,中牧（6天）,G16,3,0.53
2020,第一轮牧后,中牧（6天）,G16,3,0.07
2020,第一轮牧后,中牧（6天）,G16,3,0.44
2020,第一轮牧后,中牧（6天）,G16,3,0.34
2020,第一轮牧后,中牧（6天）,G16,4,61.87
2020,第一轮牧后,中牧（6天）,G16,4,0.31
2020,第一轮牧后,中牧（6天）,G16,4,0.06
2020,第一轮牧后,中牧（6天）,G16,4,0.81
2020,第一轮牧后,中牧（6天）,G16,5,102.57
2020,第一轮牧后,中牧（6天）,G16,5,0.35
2020,第一轮牧后,无牧（0天）,G17,1,2.03
2020,第一轮牧后,无牧（0天）,G17,1,71.2
2020,第一轮牧后,无牧（0天）,G17,1,22.42
2020,第一轮牧后,无牧（0天）,G17,1,2.51
2020,第一轮牧后,无牧（0天）,G17,1,0.45
2020,第一轮牧后,无牧（0天）,G17,1,11.11
2020,第一轮牧后,无牧（0天）,G17,2,19.14
2020,第一轮牧后,无牧（0天）,G17,2,35.06
2020,第一轮牧后,无牧（0天）,G17,2,15.32
2020,第一轮牧后,无牧（0天）,G17,2,43.45
2020,第一轮牧后,无牧（0天）,G17,2,1.35
2020,第一轮牧后,无牧（0天）,G17,3,37.84
2020,第一轮牧后,无牧（0天）,G17,3,42.78
2020,第一轮牧后,无牧（0天）,G17,3,24.41
2020,第一轮牧后,无牧（0天）,G17,3,13.1
2020,第一轮牧后,无牧（0天）,G17,3,4.47
2020,第一轮牧后,无牧（0天）,G17,4,14.38
2020,第一轮牧后,无牧（0天）,G17,4,111.12
2020,第一轮牧后,无牧（0天）,G17,4,5.23
2020,第一轮牧后,无牧（0天）,G17,5,0.48
2020,第一轮牧后,无牧（0天）,G17,5,132.16
2020,第一轮牧后,无牧（0天）,G17,5,22.48
2020,第一轮牧后,无牧（0天）,G17,5,0.25
2020,第一轮牧后,无牧（0天）,G17,5,1.84
2020,第一轮牧后,无牧（0天）,G17,5,0.01
2020,第一轮牧后,轻牧（3天）,G18,1,92.88
2020,第一轮牧后,轻牧（3天）,G18,1,2.87
2020,第一轮牧后,轻牧（3天）,G18,1,0.28
2020,第一轮牧后,轻牧（3天）,G18,1,3.22
2020,第一轮牧后,轻牧（3天）,G18,1,0.04
2020,第一轮牧后,轻牧（3天）,G18,2,94.98
2020,第一轮牧后,轻牧（3天）,G18,2,5.67
2020,第一轮牧后,轻牧（3天）,G18,2,0.31
2020,第一轮牧后,轻牧（3天）,G18,2,4.91
2020,第一轮牧后,轻牧（3天）,G18,2,0.11
2020,第一轮牧后,轻牧（3天）,G18,2,0.41
2020,第一轮牧后,轻牧（3天）,G18,2,0.3
2020,第一轮牧后,轻牧（3天）,G18,3,106.7
2020,第一轮牧后,轻牧（3天）,G18,3,3.18
2020,第一轮牧后,轻牧（3天）,G18,3,0.53
2020,第一轮牧后,轻牧（3天）,G18,3,9.82
2020,第一轮牧后,轻牧（3天）,G18,3,0.1
2020,第一轮牧后,轻牧（3天）,G18,3,0.04
2020,第一轮牧后,轻牧（3天）,G18,4,46.76
2020,第一轮牧后,轻牧（3天）,G18,4,30.56
2020,第一轮牧后,轻牧（3天）,G18,4,1.05
2020,第一轮牧后,轻牧（3天）,G18,4,15.13
2020,第一轮牧后,轻牧（3天）,G18,4,0.37
2020,第一轮牧后,轻牧（3天）,G18,4,0.6
2020,第一轮牧后,轻牧（3天）,G18,5,119.95
2020,第一轮牧后,轻牧（3天）,G18,5,3.55
2020,第一轮牧后,轻牧（3天）,G18,5,0.41
2020,第一轮牧后,轻牧（3天）,G18,5,7.75
2020,第一轮牧后,轻牧（3天）,G18,5,0.17
2020,第一轮牧后,轻牧（3天）,G18,5,0.28
2020,第一轮牧后,无牧（0天）,G19,1,2.61
2020,第一轮牧后,无牧（0天）,G19,1,39.66
2020,第一轮牧后,无牧（0天）,G19,1,10.9
2020,第一轮牧后,无牧（0天）,G19,1,1.33
2020,第一轮牧后,无牧（0天）,G19,1,92.81
2020,第一轮牧后,无牧（0天）,G19,2,22.45
2020,第一轮牧后,无牧（0天）,G19,2,71.64
2020,第一轮牧后,无牧（0天）,G19,2,4.1
2020,第一轮牧后,无牧（0天）,G19,2,1.48
2020,第一轮牧后,无牧（0天）,G19,2,28.7
2020,第一轮牧后,无牧（0天）,G19,2,1.42
2020,第一轮牧后,无牧（0天）,G19,2,0.01
2020,第一轮牧后,无牧（0天）,G19,2,0.47
2020,第一轮牧后,无牧（0天）,G19,3,12.36
2020,第一轮牧后,无牧（0天）,G19,3,18.64
2020,第一轮牧后,无牧（0天）,G19,3,15.66
2020,第一轮牧后,无牧（0天）,G19,3,0.67
2020,第一轮牧后,无牧（0天）,G19,3,84.82
2020,第一轮牧后,无牧（0天）,G19,3,0.37
2020,第一轮牧后,无牧（0天）,G19,3,2.56
2020,第一轮牧后,无牧（0天）,G19,3,0.29
2020,第一轮牧后,无牧（0天）,G19,3,1.56
2020,第一轮牧后,无牧（0天）,G19,3,1.33
2020,第一轮牧后,无牧（0天）,G19,4,81.05
2020,第一轮牧后,无牧（0天）,G19,4,1.05
2020,第一轮牧后,无牧（0天）,G19,4,2.35
2020,第一轮牧后,无牧（0天）,G19,4,12.62
2020,第一轮牧后,无牧（0天）,G19,4,2.17
2020,第一轮牧后,无牧（0天）,G19,4,1.56
2020,第一轮牧后,无牧（0天）,G19,4,0.88
2020,第一轮牧后,无牧（0天）,G19,4,8.57
2020,第一轮牧后,无牧（0天）,G19,4,14.31
2020,第一轮牧后,无牧（0天）,G19,5,21.26
2020,第一轮牧后,无牧（0天）,G19,5,102.71
2020,第一轮牧后,无牧（0天）,G19,5,3.14
2020,第一轮牧后,无牧（0天）,G19,5,5.86
2020,第一轮牧后,无牧（0天）,G19,5,3.97
2020,第一轮牧后,无牧（0天）,G19,5,7.31
2020,第一轮牧后,无牧（0天）,G19,5,0.88
2020,第一轮牧后,无牧（0天）,G19,5,4.12
2020,第一轮牧后,重牧（12天）,G20,1,90.28
2020,第一轮牧后,重牧（12天）,G20,1,0.05
2020,第一轮牧后,重牧（12天）,G20,1,1
2020,第一轮牧后,重牧（12天）,G20,1,0.46
2020,第一轮牧后,重牧（12天）,G20,1,0.02
2020,第一轮牧后,重牧（12天）,G20,1,0.06
2020,第一轮牧后,重牧（12天）,G20,1,0.06
2020,第一轮牧后,重牧（12天）,G20,2,55.75
2020,第一轮牧后,重牧（12天）,G20,2,2.15
2020,第一轮牧后,重牧（12天）,G20,2,0.06
2020,第一轮牧后,重牧（12天）,G20,2,4.97
2020,第一轮牧后,重牧（12天）,G20,2,0.01
2020,第一轮牧后,重牧（12天）,G20,2,0.01
2020,第一轮牧后,重牧（12天）,G20,3,79.66
2020,第一轮牧后,重牧（12天）,G20,3,0.27
2020,第一轮牧后,重牧（12天）,G20,3,0.08
2020,第一轮牧后,重牧（12天）,G20,3,0.41
2020,第一轮牧后,重牧（12天）,G20,3,0.03
2020,第一轮牧后,重牧（12天）,G20,3,0.44
2020,第一轮牧后,重牧（12天）,G20,4,66.65
2020,第一轮牧后,重牧（12天）,G20,4,0.59
2020,第一轮牧后,重牧（12天）,G20,4,0.06
2020,第一轮牧后,重牧（12天）,G20,4,0.79
2020,第一轮牧后,重牧（12天）,G20,5,64.84
2020,第一轮牧后,重牧（12天）,G20,5,0.97
2020,第一轮牧后,重牧（12天）,G20,5,0.19
2020,第一轮牧后,重牧（12天）,G20,5,0.31
2020,第一轮牧后,无牧（0天）,G21,1,35.1
2020,第一轮牧后,无牧（0天）,G21,1,31.39
2020,第一轮牧后,无牧（0天）,G21,1,10.66
2020,第一轮牧后,无牧（0天）,G21,1,23.16
2020,第一轮牧后,无牧（0天）,G21,2,25.6
2020,第一轮牧后,无牧（0天）,G21,2,51.31
2020,第一轮牧后,无牧（0天）,G21,2,3.23
2020,第一轮牧后,无牧（0天）,G21,2,0.54
2020,第一轮牧后,无牧（0天）,G21,2,5.32
2020,第一轮牧后,无牧（0天）,G21,3,51.91
2020,第一轮牧后,无牧（0天）,G21,3,54.32
2020,第一轮牧后,无牧（0天）,G21,3,24.65
2020,第一轮牧后,无牧（0天）,G21,3,2.13
2020,第一轮牧后,无牧（0天）,G21,3,18.34
2020,第一轮牧后,无牧（0天）,G21,3,6.08
2020,第一轮牧后,无牧（0天）,G21,3,0.01
2020,第一轮牧后,无牧（0天）,G21,4,13.37
2020,第一轮牧后,无牧（0天）,G21,4,17.68
2020,第一轮牧后,无牧（0天）,G21,4,23.52
2020,第一轮牧后,无牧（0天）,G21,4,11.57
2020,第一轮牧后,无牧（0天）,G21,4,26.15
2020,第一轮牧后,无牧（0天）,G21,4,1.02
2020,第一轮牧后,无牧（0天）,G21,4,0.01
2020,第一轮牧后,无牧（0天）,G21,5,10.7
2020,第一轮牧后,无牧（0天）,G21,5,4.37
2020,第一轮牧后,无牧（0天）,G21,5,2.34
2020,第一轮牧后,无牧（0天）,G21,5,1.86
2020,第一轮牧后,无牧（0天）,G21,5,107.91
2020,第一轮牧后,无牧（0天）,G21,5,7.68
2020,第二轮牧后,轻牧（3天）,G6,1,100.12
2020,第二轮牧后,轻牧（3天）,G6,1,7.04
2020,第二轮牧后,轻牧（3天）,G6,1,0.28
2020,第二轮牧后,轻牧（3天）,G6,1,5.63
2020,第二轮牧后,轻牧（3天）,G6,1,9.87
2020,第二轮牧后,轻牧（3天）,G6,1,0.46
2020,第二轮牧后,轻牧（3天）,G6,1,3.05
2020,第二轮牧后,轻牧（3天）,G6,1,0.08
2020,第二轮牧后,轻牧（3天）,G6,1,0.28
2020,第二轮牧后,轻牧（3天）,G6,2,117.55
2020,第二轮牧后,轻牧（3天）,G6,2,0.98
2020,第二轮牧后,轻牧（3天）,G6,2,7.78
2020,第二轮牧后,轻牧（3天）,G6,2,19.2
2020,第二轮牧后,轻牧（3天）,G6,2,0.33
2020,第二轮牧后,轻牧（3天）,G6,2,0.33
2020,第二轮牧后,轻牧（3天）,G6,3,150.56
2020,第二轮牧后,轻牧（3天）,G6,3,4.07
2020,第二轮牧后,轻牧（3天）,G6,3,4.55
2020,第二轮牧后,轻牧（3天）,G6,3,0.28
2020,第二轮牧后,轻牧（3天）,G6,3,0.78
2020,第二轮牧后,轻牧（3天）,G6,4,158.6
2020,第二轮牧后,轻牧（3天）,G6,4,4.01
2020,第二轮牧后,轻牧（3天）,G6,4,0.53
2020,第二轮牧后,轻牧（3天）,G6,4,3.21
2020,第二轮牧后,轻牧（3天）,G6,4,6.68
2020,第二轮牧后,轻牧（3天）,G6,4,0.15
2020,第二轮牧后,轻牧（3天）,G6,4,0.37
2020,第二轮牧后,轻牧（3天）,G6,5,135.27
2020,第二轮牧后,轻牧（3天）,G6,5,12.73
2020,第二轮牧后,轻牧（3天）,G6,5,1.07
2020,第二轮牧后,轻牧（3天）,G6,5,0.28
2020,第二轮牧后,轻牧（3天）,G6,5,16.16
2020,第二轮牧后,轻牧（3天）,G6,5,1.03
2020,第二轮牧后,轻牧（3天）,G6,5,0.06
2020,第二轮牧后,中牧（6天）,G8,1,80.3
2020,第二轮牧后,中牧（6天）,G8,1,7.19
2020,第二轮牧后,中牧（6天）,G8,1,8.49
2020,第二轮牧后,中牧（6天）,G8,1,3.94
2020,第二轮牧后,中牧（6天）,G8,1,0.09
2020,第二轮牧后,中牧（6天）,G8,1,0.52
2020,第二轮牧后,中牧（6天）,G8,1,0.22
2020,第二轮牧后,中牧（6天）,G8,1,0.07
2020,第二轮牧后,中牧（6天）,G8,2,174.17
2020,第二轮牧后,中牧（6天）,G8,2,2.61
2020,第二轮牧后,中牧（6天）,G8,2,0.04
2020,第二轮牧后,中牧（6天）,G8,2,0.4
2020,第二轮牧后,中牧（6天）,G8,2,0.55
2020,第二轮牧后,中牧（6天）,G8,2,0.01
2020,第二轮牧后,中牧（6天）,G8,2,0.12
2020,第二轮牧后,中牧（6天）,G8,3,149.55
2020,第二轮牧后,中牧（6天）,G8,3,4
2020,第二轮牧后,中牧（6天）,G8,3,0.69
2020,第二轮牧后,中牧（6天）,G8,3,0.02
2020,第二轮牧后,中牧（6天）,G8,3,0.07
2020,第二轮牧后,中牧（6天）,G8,4,301.54
2020,第二轮牧后,中牧（6天）,G8,4,0.84
2020,第二轮牧后,中牧（6天）,G8,4,0.84
2020,第二轮牧后,中牧（6天）,G8,4,0.06
2020,第二轮牧后,中牧（6天）,G8,4,0.12
2020,第二轮牧后,中牧（6天）,G8,4,0.58
2020,第二轮牧后,中牧（6天）,G8,4,0.02
2020,第二轮牧后,中牧（6天）,G8,5,161.21
2020,第二轮牧后,中牧（6天）,G8,5,2.46
2020,第二轮牧后,中牧（6天）,G8,5,4.44
2020,第二轮牧后,中牧（6天）,G8,5,0.06
2020,第二轮牧后,中牧（6天）,G8,5,0.37
2020,第二轮牧后,中牧（6天）,G8,5,0.35
2020,第二轮牧后,中牧（6天）,G8,5,0.15
2020,第二轮牧后,重牧（12天）,G9,1,74.01
2020,第二轮牧后,重牧（12天）,G9,1,1.03
2020,第二轮牧后,重牧（12天）,G9,1,0.17
2020,第二轮牧后,重牧（12天）,G9,1,0.19
2020,第二轮牧后,重牧（12天）,G9,1,0.07
2020,第二轮牧后,重牧（12天）,G9,1,0.02
2020,第二轮牧后,重牧（12天）,G9,1,1.24
2020,第二轮牧后,重牧（12天）,G9,1,0.43
2020,第二轮牧后,重牧（12天）,G9,2,54.66
2020,第二轮牧后,重牧（12天）,G9,2,0.73
2020,第二轮牧后,重牧（12天）,G9,2,0.3
2020,第二轮牧后,重牧（12天）,G9,2,0.73
2020,第二轮牧后,重牧（12天）,G9,2,0.26
2020,第二轮牧后,重牧（12天）,G9,2,3.64
2020,第二轮牧后,重牧（12天）,G9,3,62.18
2020,第二轮牧后,重牧（12天）,G9,3,0.56
2020,第二轮牧后,重牧（12天）,G9,3,1.3
2020,第二轮牧后,重牧（12天）,G9,3,0.14
2020,第二轮牧后,重牧（12天）,G9,3,0.54
2020,第二轮牧后,重牧（12天）,G9,3,1.09
2020,第二轮牧后,重牧（12天）,G9,4,104.16
2020,第二轮牧后,重牧（12天）,G9,4,0.59
2020,第二轮牧后,重牧（12天）,G9,4,4.76
2020,第二轮牧后,重牧（12天）,G9,4,2.62
2020,第二轮牧后,重牧（12天）,G9,4,0.19
2020,第二轮牧后,重牧（12天）,G9,4,0.12
2020,第二轮牧后,重牧（12天）,G9,4,0.01
2020,第二轮牧后,重牧（12天）,G9,4,0.01
2020,第二轮牧后,重牧（12天）,G9,4,0.98
2020,第二轮牧后,重牧（12天）,G9,5,121.49
2020,第二轮牧后,重牧（12天）,G9,5,0.54
2020,第二轮牧后,重牧（12天）,G9,5,4.6
2020,第二轮牧后,重牧（12天）,G9,5,0.26
2020,第二轮牧后,重牧（12天）,G9,5,0.01
2020,第二轮牧后,重牧（12天）,G9,5,0.07
2020,第二轮牧后,重牧（12天）,G9,5,0.01
2020,第二轮牧后,重牧（12天）,G9,5,0.33
2020,第二轮牧后,中牧（6天）,G11,1,139.09
2020,第二轮牧后,中牧（6天）,G11,1,1.75
2020,第二轮牧后,中牧（6天）,G11,1,0.13
2020,第二轮牧后,中牧（6天）,G11,1,4.5
2020,第二轮牧后,中牧（6天）,G11,1,0.82
2020,第二轮牧后,中牧（6天）,G11,1,0.07
2020,第二轮牧后,中牧（6天）,G11,1,0.02
2020,第二轮牧后,中牧（6天）,G11,1,0.04
2020,第二轮牧后,中牧（6天）,G11,1,0.29
2020,第二轮牧后,中牧（6天）,G11,1,0.02
2020,第二轮牧后,中牧（6天）,G11,2,98.66
2020,第二轮牧后,中牧（6天）,G11,2,0.83
2020,第二轮牧后,中牧（6天）,G11,2,0.18
2020,第二轮牧后,中牧（6天）,G11,2,3.71
2020,第二轮牧后,中牧（6天）,G11,2,0.36
2020,第二轮牧后,中牧（6天）,G11,2,0.28
2020,第二轮牧后,中牧（6天）,G11,2,0.04
2020,第二轮牧后,中牧（6天）,G11,2,0.07
2020,第二轮牧后,中牧（6天）,G11,2,0.11
2020,第二轮牧后,中牧（6天）,G11,3,120.18
2020,第二轮牧后,中牧（6天）,G11,3,9.49
2020,第二轮牧后,中牧（6天）,G11,3,0.36
2020,第二轮牧后,中牧（6天）,G11,3,3.7
2020,第二轮牧后,中牧（6天）,G11,3,0.32
2020,第二轮牧后,中牧（6天）,G11,3,0.21
2020,第二轮牧后,中牧（6天）,G11,3,0.15
2020,第二轮牧后,中牧（6天）,G11,3,0.52
2020,第二轮牧后,中牧（6天）,G11,4,140.45
2020,第二轮牧后,中牧（6天）,G11,4,3.93
2020,第二轮牧后,中牧（6天）,G11,4,2.83
2020,第二轮牧后,中牧（6天）,G11,4,0.2
2020,第二轮牧后,中牧（6天）,G11,4,0.65
2020,第二轮牧后,中牧（6天）,G11,4,0.07
2020,第二轮牧后,中牧（6天）,G11,5,126.07
2020,第二轮牧后,中牧（6天）,G11,5,2.56
2020,第二轮牧后,中牧（6天）,G11,5,7.39
2020,第二轮牧后,中牧（6天）,G11,5,15.67
2020,第二轮牧后,中牧（6天）,G11,5,0.16
2020,第二轮牧后,中牧（6天）,G11,5,0.01
2020,第二轮牧后,中牧（6天）,G11,5,0.46
2020,第二轮牧后,中牧（6天）,G11,5,0.52
2020,第二轮牧后,中牧（6天）,G11,5,0.16
2020,第二轮牧后,轻牧（3天）,G12,1,90.66
2020,第二轮牧后,轻牧（3天）,G12,1,18.86
2020,第二轮牧后,轻牧（3天）,G12,1,27.85
2020,第二轮牧后,轻牧（3天）,G12,1,0.77
2020,第二轮牧后,轻牧（3天）,G12,1,0.09
2020,第二轮牧后,轻牧（3天）,G12,1,0.64
2020,第二轮牧后,轻牧（3天）,G12,1,0.01
2020,第二轮牧后,轻牧（3天）,G12,1,0.07
2020,第二轮牧后,轻牧（3天）,G12,1,0.01
2020,第二轮牧后,轻牧（3天）,G12,2,116.11
2020,第二轮牧后,轻牧（3天）,G12,2,14.91
2020,第二轮牧后,轻牧（3天）,G12,2,12.46
2020,第二轮牧后,轻牧（3天）,G12,2,0.84
2020,第二轮牧后,轻牧（3天）,G12,2,0.14
2020,第二轮牧后,轻牧（3天）,G12,3,40.86
2020,第二轮牧后,轻牧（3天）,G12,3,30.98
2020,第二轮牧后,轻牧（3天）,G12,3,55.39
2020,第二轮牧后,轻牧（3天）,G12,3,2.6
2020,第二轮牧后,轻牧（3天）,G12,3,0.89
2020,第二轮牧后,轻牧（3天）,G12,3,0.08
2020,第二轮牧后,轻牧（3天）,G12,3,0.98
2020,第二轮牧后,轻牧（3天）,G12,3,0.19
2020,第二轮牧后,轻牧（3天）,G12,4,80.36
2020,第二轮牧后,轻牧（3天）,G12,4,19.71
2020,第二轮牧后,轻牧（3天）,G12,4,18.22
2020,第二轮牧后,轻牧（3天）,G12,4,0.5
2020,第二轮牧后,轻牧（3天）,G12,4,1.15
2020,第二轮牧后,轻牧（3天）,G12,4,0.04
2020,第二轮牧后,轻牧（3天）,G12,5,229.22
2020,第二轮牧后,轻牧（3天）,G12,5,3.18
2020,第二轮牧后,轻牧（3天）,G12,5,9.64
2020,第二轮牧后,轻牧（3天）,G12,5,0.44
2020,第二轮牧后,轻牧（3天）,G12,5,0.11
2020,第二轮牧后,轻牧（3天）,G12,5,0.14
2020,第二轮牧后,轻牧（3天）,G12,5,0.04
2020,第二轮牧后,轻牧（3天）,G12,5,0.06
2020,第二轮牧后,重牧（12天）,G13,1,55.61
2020,第二轮牧后,重牧（12天）,G13,1,2.18
2020,第二轮牧后,重牧（12天）,G13,1,1.46
2020,第二轮牧后,重牧（12天）,G13,1,0.53
2020,第二轮牧后,重牧（12天）,G13,1,0.08
2020,第二轮牧后,重牧（12天）,G13,1,2.45
2020,第二轮牧后,重牧（12天）,G13,1,0.24
2020,第二轮牧后,重牧（12天）,G13,1,0.06
2020,第二轮牧后,重牧（12天）,G13,2,74.01
2020,第二轮牧后,重牧（12天）,G13,2,0.91
2020,第二轮牧后,重牧（12天）,G13,2,0.2
2020,第二轮牧后,重牧（12天）,G13,2,1.6
2020,第二轮牧后,重牧（12天）,G13,2,2.73
2020,第二轮牧后,重牧（12天）,G13,2,0.06
2020,第二轮牧后,重牧（12天）,G13,2,1.19
2020,第二轮牧后,重牧（12天）,G13,2,0.1
2020,第二轮牧后,重牧（12天）,G13,2,0.13
2020,第二轮牧后,重牧（12天）,G13,3,103.98
2020,第二轮牧后,重牧（12天）,G13,3,1.62
2020,第二轮牧后,重牧（12天）,G13,3,1.05
2020,第二轮牧后,重牧（12天）,G13,3,0.06
2020,第二轮牧后,重牧（12天）,G13,3,0.11
2020,第二轮牧后,重牧（12天）,G13,3,0.81
2020,第二轮牧后,重牧（12天）,G13,4,116.44
2020,第二轮牧后,重牧（12天）,G13,4,0.73
2020,第二轮牧后,重牧（12天）,G13,4,0.48
2020,第二轮牧后,重牧（12天）,G13,4,0.35
2020,第二轮牧后,重牧（12天）,G13,4,0.16
2020,第二轮牧后,重牧（12天）,G13,5,76.86
2020,第二轮牧后,重牧（12天）,G13,5,1.02
2020,第二轮牧后,重牧（12天）,G13,5,0.64
2020,第二轮牧后,重牧（12天）,G13,5,0.11
2020,第二轮牧后,重牧（12天）,G13,5,0.28
2020,第二轮牧后,重牧（12天）,G13,5,0.01
2020,第二轮牧后,重牧（12天）,G13,5,0.01
2020,第二轮牧后,中牧（6天）,G16,1,126.47
2020,第二轮牧后,中牧（6天）,G16,1,0.29
2020,第二轮牧后,中牧（6天）,G16,1,0.41
2020,第二轮牧后,中牧（6天）,G16,2,114.15
2020,第二轮牧后,中牧（6天）,G16,2,0.08
2020,第二轮牧后,中牧（6天）,G16,2,0.09
2020,第二轮牧后,中牧（6天）,G16,2,0.33
2020,第二轮牧后,中牧（6天）,G16,3,122.36
2020,第二轮牧后,中牧（6天）,G16,3,0.06
2020,第二轮牧后,中牧（6天）,G16,3,0.12
2020,第二轮牧后,中牧（6天）,G16,3,0.36
2020,第二轮牧后,中牧（6天）,G16,3,0.18
2020,第二轮牧后,中牧（6天）,G16,3,0.03
2020,第二轮牧后,中牧（6天）,G16,3,0.08
2020,第二轮牧后,中牧（6天）,G16,4,127.99
2020,第二轮牧后,中牧（6天）,G16,4,0.14
2020,第二轮牧后,中牧（6天）,G16,4,0.63
2020,第二轮牧后,中牧（6天）,G16,4,0.03
2020,第二轮牧后,中牧（6天）,G16,4,0.3
2020,第二轮牧后,中牧（6天）,G16,4,0.09
2020,第二轮牧后,中牧（6天）,G16,5,108.58
2020,第二轮牧后,中牧（6天）,G16,5,0.24
2020,第二轮牧后,中牧（6天）,G16,5,0.31
2020,第二轮牧后,中牧（6天）,G16,5,1.8
2020,第二轮牧后,中牧（6天）,G16,5,0.14
2020,第二轮牧后,中牧（6天）,G16,5,0.41
2020,第二轮牧后,中牧（6天）,G16,5,0.05
2020,第二轮牧后,中牧（6天）,G16,5,0.02
2020,第二轮牧后,中牧（6天）,G16,5,0.11
2020,第二轮牧后,无牧（0天）,G17,1,14.47
2020,第二轮牧后,无牧（0天）,G17,1,9.08
2020,第二轮牧后,无牧（0天）,G17,1,101.89
2020,第二轮牧后,无牧（0天）,G17,1,21.01
2020,第二轮牧后,无牧（0天）,G17,2,20.82
2020,第二轮牧后,无牧（0天）,G17,2,34.67
2020,第二轮牧后,无牧（0天）,G17,2,40.98
2020,第二轮牧后,无牧（0天）,G17,2,26.39
2020,第二轮牧后,无牧（0天）,G17,3,42.01
2020,第二轮牧后,无牧（0天）,G17,3,0.85
2020,第二轮牧后,无牧（0天）,G17,3,70.23
2020,第二轮牧后,无牧（0天）,G17,3,28.11
2020,第二轮牧后,无牧（0天）,G17,4,43.99
2020,第二轮牧后,无牧（0天）,G17,4,78.79
2020,第二轮牧后,无牧（0天）,G17,4,19.87
2020,第二轮牧后,无牧（0天）,G17,4,0.6
2020,第二轮牧后,无牧（0天）,G17,4,16.79
2020,第二轮牧后,无牧（0天）,G17,4,0.79
2020,第二轮牧后,无牧（0天）,G17,4,0.32
